query_number,results,status,time,mem[kB]
374,894,OK,11,15565980
375,281,OK,7,15565980
376,1443,OK,14,15565980
377,13,OK,24,15565980
378,59,OK,12,15565980
379,322,OK,7,15565980
380,100000,OK,293,15565980
381,537,OK,9,15565980
382,1054,OK,11,15565980
383,59,OK,6,15565980
384,623,OK,8,15565980
385,1412,OK,10,15565980
386,575,OK,22,15565980
387,52957,OK,269,15565980
388,100000,OK,480,15565980
389,10181,OK,70,15565980
390,458,OK,7,15565980
391,7843,OK,33,15565980
392,100000,OK,562,15565980
393,145,OK,10,15565980
394,100000,OK,316,15565980
395,100000,OK,511,15565980
396,195,OK,10,15565980
397,11904,OK,38,15565980
398,7959,OK,26,15565980
399,100000,OK,422,15565980
400,36609,OK,181,15565980
401,641,OK,9,15565980
402,27,OK,6,15565980
403,30222,OK,139,15565980
404,9442,OK,40,15565980
405,100000,OK,23419,15568336
406,100000,OK,687,15568336
407,813,OK,13,15568336
408,100000,OK,588,15568336
409,69941,OK,188,15568336
410,58904,OK,277,15568336
411,100000,OK,557,15568336
412,4097,OK,20,15568336
413,100000,OK,528,15568336
414,746,OK,11,15568336
415,100000,OK,427,15568336
416,100000,OK,687,15568336
417,13456,OK,56,15568336
418,883,OK,9,15568336
419,20,TIMEOUT,60000,15575088
420,100000,OK,675,15575088
421,100000,OK,416,15575088
422,100000,OK,222,15576088
423,26821,OK,388,15576088
424,100000,OK,1054,15592472
425,38729,OK,59,15594520
426,24605,OK,58,15594520
427,100000,OK,159,15594520
428,100000,OK,167,15594520
429,227,OK,35,15594520
430,6997,OK,22,15594520
431,0,OK,30,15594520
432,100000,OK,152,15594520
433,121,OK,35,15594520
434,11011,OK,30,15594520
435,40632,OK,70,15594520
436,13707,OK,31,15594520
437,14188,OK,31,15594520
438,15692,OK,27,15594520
439,100000,OK,151,15594520
440,40276,OK,67,15594520
441,9313,OK,24,15594520
442,33,OK,6,15594520
443,100000,OK,126,15594520
444,224,OK,7,15594520
445,100000,OK,158,15594520
446,0,OK,30,15594520
447,100000,OK,245,15594520
448,100000,OK,190,15594520
449,100000,OK,205,15594520
450,100000,OK,128,15594520
451,100000,OK,257,15595560
452,100000,OK,100,15595560
453,100000,OK,137,15595560
454,100000,OK,215,15595560
455,644,OK,8,15595560
456,6849,OK,69,15595560
457,55831,OK,67,15595560
458,100000,OK,397,15595560
459,100000,OK,160,15595560
460,64726,OK,160,15595560
461,100000,OK,160,15595560
462,100000,OK,178,15595560
463,100000,OK,907,15595560
464,100000,OK,320,15595560
465,287,OK,68,15595560
466,6300,OK,18,15595560
467,49766,OK,87,15595560
468,84356,OK,80,15595560
469,26170,OK,39,15595560
470,100000,OK,417,15595560
471,19764,OK,26,15595560
472,100000,OK,174,15595560
473,100000,OK,298,15595560
474,4,OK,23,15595560
475,100000,OK,214,15595560
476,3881,OK,42,15595560
477,100000,OK,376,15595560
478,7099,OK,46,15595560
479,100000,OK,172,15595560
480,100000,OK,182,15595560
481,0,OK,25,15595560
482,15786,OK,33,15595560
483,100000,OK,264,15595560
484,34,OK,8,15595560
485,16561,OK,56,15595560
486,100000,OK,164,15595560
487,100000,OK,260,15595560
488,100000,OK,576,15595560
489,50025,OK,80,15595560
490,100000,OK,183,15595560
491,100000,OK,279,15595560
492,23200,OK,40,15595560
493,15749,OK,25,15595560
494,0,OK,31,15595560
495,8891,OK,24,15595560
496,10850,OK,19,15595560
497,503,OK,32,15595560
498,6719,OK,15,15595560
499,1298,OK,21,15595560
500,100000,OK,174,15595560
501,9807,OK,15,15595560
502,100000,OK,206,15595560
503,100000,OK,157,15595560
504,69569,OK,109,15595560
505,9941,OK,41,15595560
506,4619,OK,37,15595560
507,32333,OK,1072,15595560
508,100000,OK,207,15595560
509,50,OK,10,15595560
510,7431,OK,767,15595560
511,0,OK,6,15595560
512,30642,OK,216,15595560
513,100000,OK,225,15595560
514,100000,OK,250,15595560
515,100000,OK,318,15595560
516,100000,OK,132,15595560
517,100000,OK,133,15595560
518,29521,OK,40,15595560
519,100000,OK,119,15595560
520,100000,OK,258,15595560
521,100000,OK,237,15595560
522,100000,OK,348,15595560
523,100000,OK,203,15595560
524,45251,OK,209,15595560
525,9,OK,7,15595560
526,13119,OK,19,15595560
527,46,OK,33,15595560
528,6760,OK,20,15595560
529,24,OK,6,15595560
530,0,OK,25,15595560
531,3394,OK,10,15595560
532,100000,OK,803,15595560
533,456,OK,30,15595560
534,419,OK,18,15595560
535,100000,OK,119,15595560
536,62635,OK,99,15595560
537,100000,OK,246,15595560
538,100000,OK,174,15595560
539,18635,OK,41,15595560
540,100000,OK,332,15595560
541,100000,OK,182,15595560
542,8160,OK,18,15595560
543,390,OK,27,15595560
544,1980,OK,8,15595560
545,100000,OK,217,15595560
546,38556,OK,72,15595560
547,100000,OK,200,15595560
548,17512,OK,29,15595560
549,48550,OK,71,15595560
550,100000,OK,120,15595560
551,100000,OK,235,15595560
552,100000,OK,228,15595560
553,100000,OK,151,15595560
554,100000,OK,191,15595560
555,40271,OK,43,15595560
556,100000,OK,253,15595560
557,100000,OK,297,15595560
558,100000,OK,181,15595560
559,126,OK,7,15595560
560,35640,OK,57,15595560
561,100000,OK,150,15595560
562,100000,OK,262,15595560
563,80192,OK,136,15595560
564,7336,OK,15,15595560
565,100000,OK,247,15595560
566,89428,OK,184,15595560
567,223,OK,7,15595560
568,66365,OK,122,15595560
569,100000,OK,103,15595560
570,100000,OK,310,15595560
571,797,OK,10,15595560
572,11258,OK,23,15595560
573,100000,OK,295,15595560
574,100000,OK,166,15595560
575,100000,OK,563,15595560
576,0,OK,9,15595560
577,5096,OK,16,15595560
578,60812,OK,185,15595560
579,100000,OK,301,15595560
580,100000,OK,111,15595560
581,100000,OK,1019,15595560
582,100000,OK,243,15595560
583,51060,OK,59,15595560
584,100000,OK,303,15595560
585,100000,OK,222,15595560
586,100000,OK,373,15595560
587,28299,OK,81,15595560
588,100000,OK,229,15595560
589,100000,OK,235,15595560
590,100000,OK,184,15595560
591,100000,OK,96,15595560
592,100000,OK,169,15595560
593,68115,OK,174,15595560
594,111,OK,7,15595560
595,14042,OK,22,15595560
596,15042,OK,23,15595560
597,100000,OK,508,15595560
598,100000,OK,172,15597608
599,1612,OK,9,15597608
600,0,OK,6,15597608
601,100000,OK,414,15598428
602,100000,OK,331,15598428
603,100000,OK,187,15598428
604,28905,OK,236,15598428
605,100000,OK,208,15598428
606,100000,OK,191,15598428
607,3876,OK,13,15598428
608,100000,OK,86,15598428
609,100000,OK,158,15598428
610,83089,OK,128,15598428
611,4536,OK,13,15598428
612,100000,OK,161,15598428
613,100000,OK,150,15598428
614,1778,OK,9,15598428
615,0,OK,6,15598428
616,7641,OK,25,15598428
617,100000,OK,202,15598428
618,19802,OK,29,15598428
619,50224,OK,76,15598428
620,4890,OK,20,15598428
621,100000,OK,144,15598428
622,100000,OK,391,15602940
623,100000,OK,944,15613180
624,100000,OK,137,15613180
625,35640,OK,56,15613180
626,100000,OK,101,15613180
627,14040,OK,26,15613180
628,78,OK,6,15613180
629,31,OK,17,15613180
630,100000,OK,199,15613180
631,436,OK,496,15615228
632,16,OK,14,15615228
633,100000,OK,2273,15623664
634,5262,OK,281,15623664
635,100000,OK,704,15623664
636,14775,OK,192,15625712
637,8,OK,46,15625712
638,5355,OK,241,15627760
639,140,OK,60,15627760
640,100000,OK,2242,15627760
641,20015,OK,258,15627760
642,100000,OK,2481,15627760
643,100000,OK,2251,15627760
644,100000,OK,2442,15627760
645,0,TIMEOUT,60000,15648240
646,100000,OK,250,15648240
647,100000,OK,299,15653640
648,100000,OK,406,15659840
649,47609,OK,289,15663936
650,100000,OK,273,15666992
651,216,OK,128,15666992
652,100000,OK,335,15671088
653,100000,OK,6500,15684604
654,100000,OK,3264,15754236
655,39640,TIMEOUT,60000,15819772
656,100000,OK,2274,15819772
657,100000,OK,2237,15819772
658,100000,OK,2366,15819772
659,100000,OK,2245,15819772
660,100000,OK,258,15822332
