query_number,results,status,time,mem[kB]
347,100000,OK,665,15546744
348,75,OK,7,15546744
349,100000,OK,532,15552888
350,100000,OK,372,15554936
351,100000,OK,291,15554936
352,100000,OK,194,15554936
353,100000,OK,211,15559032
354,100000,OK,189,15559032
355,100000,OK,101,15559032
356,100000,OK,171,15563128
357,100000,OK,114,15567224
358,100000,OK,265,15567224
359,192,OK,431,15569272
360,10047,OK,807,15571320
361,14707,OK,824,15575416
362,1704,OK,68,15577464
363,100000,OK,4065,15606136
364,100000,OK,333,15610232
365,53,OK,135,15610232
366,237,TIMEOUT,60000,15610232
367,601,OK,8,15610232
368,5856,OK,30,15610232
369,100000,OK,2084,15610232
370,4086,OK,51,15610232
371,30030,OK,587,15610232
372,239,OK,7,15610232
373,100000,OK,346,15610232
374,789,OK,11,15610232
375,269,OK,11,15610232
376,900,OK,9,15610232
377,13,OK,31,15610232
378,59,OK,13,15610232
379,289,OK,6,15610232
380,100000,OK,344,15610232
381,311,OK,9,15610232
382,891,OK,15,15610232
383,57,OK,5,15610232
384,537,OK,8,15610232
385,1006,OK,9,15610232
386,390,OK,24,15610232
387,24859,OK,142,15610232
388,75470,OK,387,15610232
389,3848,OK,42,15610232
390,146,OK,7,15610232
391,3835,OK,21,15610232
392,100000,OK,888,15610232
393,127,OK,10,15610232
394,100000,OK,297,15610232
395,100000,OK,858,15610232
396,179,OK,10,15610232
397,5942,OK,30,15610232
398,3168,OK,19,15610232
399,28849,OK,221,15610232
400,8201,OK,57,15610232
401,439,OK,8,15610232
402,27,OK,6,15610232
403,11601,OK,61,15610232
404,2386,OK,20,15610232
405,100000,OK,127,15612576
406,100000,OK,1094,15612576
407,783,OK,12,15612576
408,100000,OK,912,15612576
409,61698,OK,181,15612576
410,24629,OK,169,15612576
411,100000,OK,923,15612576
412,1973,OK,17,15612576
413,100000,OK,854,15612576
414,693,OK,12,15612576
415,28848,OK,230,15612576
416,100000,OK,719,15612576
417,2938,OK,26,15612576
418,644,OK,9,15612576
419,20,TIMEOUT,60000,15619548
420,100000,OK,1111,15619548
421,100000,OK,546,15619548
422,100000,OK,215,15619548
423,26817,OK,378,15621596
424,78689,OK,1075,15637980
425,38715,OK,60,15637980
426,24598,OK,59,15637980
427,100000,OK,172,15637980
428,100000,OK,204,15642076
429,227,OK,41,15642076
430,6997,OK,31,15642076
431,0,OK,27,15642076
432,100000,OK,146,15642076
433,121,OK,39,15642076
434,10807,OK,31,15642076
435,40612,OK,72,15642076
436,13698,OK,32,15642076
437,14188,OK,33,15642076
438,15692,OK,28,15642076
439,100000,OK,180,15642076
440,40274,OK,73,15642076
441,9132,OK,24,15642076
442,33,OK,6,15642076
443,100000,OK,147,15642076
444,224,OK,14,15642076
445,100000,OK,164,15642076
