query_number,results,status,time,mem[kB]
237,2137,OK,178,63221220
238,903,OK,10,63221220
239,1174,OK,47,63221220
240,23043,OK,713,63223268
241,38974,OK,1118,63225316
242,57427,OK,1331,63229412
243,100000,OK,554,63231720
244,3079,OK,153,63042948
245,2692,OK,83,63042948
246,100000,OK,547,63044996
247,63946,OK,922,63052832
248,31198,OK,420,63054880
249,100000,OK,251,63054880
250,100000,OK,401,63058976
251,6971,OK,128,63058976
252,267,OK,19,63058976
253,100000,OK,191,63058976
254,40411,OK,491,63061024
255,16737,OK,303,63061024
256,100000,OK,1008,63063328
257,100000,OK,683,63067424
258,328,OK,42,63067424
259,100000,OK,308,63071520
260,57782,OK,368,63073568
261,853,OK,32,63073568
262,791,OK,7,63073568
263,5457,OK,131,63073568
264,17017,OK,576,63075616
265,100000,OK,1030,63077664
266,100000,OK,156,63077664
267,1984,OK,65,63077664
268,42,OK,6,63077664
269,1827,OK,10,63077664
270,415,OK,23,63077664
271,861,OK,30,63077664
272,570,OK,7,63077664
273,14544,OK,27,63077664
274,5924,OK,96,63077664
275,100000,OK,403,63081760
276,100000,OK,554,63084592
277,6131,OK,57,63084592
278,10685,OK,191,63084592
279,3665,OK,90,63084592
280,1514,OK,68,63084592
281,8841,OK,264,63086640
282,17465,OK,240,63086640
283,4895,OK,86,63088688
284,134,OK,6,63088688
285,9210,OK,171,63088688
286,21463,OK,284,63088688
287,2356,OK,36,63088688
288,23956,OK,58,63088688
289,3353,OK,21,63088688
290,100000,OK,241,63088688
291,57426,OK,181,63088688
292,6660,OK,26,63088688
293,7348,OK,160,63090736
294,3078,OK,16,63090736
295,31197,OK,71,63090736
296,100000,OK,271,63092840
297,1783,OK,34,63092840
298,12106,OK,25,63092840
299,8277,OK,131,63092840
300,89383,OK,415,63094888
301,12385,OK,85,63094888
302,100000,OK,216,63094888
303,1591,OK,10,63094888
304,100000,OK,861,63099220
305,23955,OK,62,63099220
306,49734,OK,260,63099220
307,46,OK,55050,63686812
308,100000,OK,140,63686812
309,42300,OK,450,63688860
310,89383,OK,184,63688860
311,100000,OK,205,63688860
312,57781,OK,158,63688860
313,100000,OK,579,63691168
314,100000,OK,744,63718816
315,100000,OK,694,63735644
316,2680,OK,12,63735644
317,100000,OK,174,63735644
318,8135,OK,192,63751344
319,100000,OK,959,63763804
320,1,OK,44,63763804
321,100000,OK,269,63765852
322,100000,OK,839,63774044
323,128,OK,33,63774044
324,959,OK,47,63774044
325,100000,OK,1984,63788380
326,107,OK,32,63788380
327,316,OK,51,63788380
328,1051,OK,47,63788380
329,383,OK,30,63788380
330,116,OK,7,63788380
331,997,OK,45,63788380
332,206,OK,9,63788380
333,96,OK,7,63788380
334,100000,OK,989,63796572
335,1142,OK,19,63796572
336,409,OK,9,63796572
337,268,OK,19,63796572
338,100000,OK,443,63796572
339,100000,OK,793,63804764
340,235,OK,10,63804764
341,100000,OK,4504,63810908
342,26206,OK,805,63823772
343,13517,OK,84,63823772
344,3182,OK,21,63823772
345,28872,OK,1844,63877624
346,100000,OK,477,63877624
347,100000,OK,607,63893740
348,75,OK,7,63893740
349,100000,OK,379,63899884
350,100000,OK,96,63899884
351,100000,OK,101,63899884
352,100000,OK,198,63899884
353,100000,OK,101,63899884
354,100000,OK,104,63899884
355,100000,OK,98,63899884
356,100000,OK,179,63903980
357,100000,OK,158,63906028
358,100000,OK,264,63908076
359,192,OK,440,63910124
360,10047,OK,826,63912172
361,14707,OK,893,63916268
362,1704,OK,128,63918316
363,100000,OK,3861,63946988
364,100000,OK,317,63951084
365,53,OK,125,63951084
366,2496,TIMEOUT,60000,84277432
367,601,OK,8,84277432
368,5856,OK,29,84277432
369,100000,OK,488,84277432
370,4086,OK,48,84277432
371,30030,OK,585,84277432
372,239,OK,7,84277432
373,100000,OK,304,84277432
374,789,OK,11,84277432
375,269,OK,16,84277432
376,900,OK,15,84277432
377,13,OK,42,84277432
378,59,OK,13,84277432
379,289,OK,7,84277432
380,100000,OK,242,84277432
381,311,OK,10,84277432
382,891,OK,8,84277432
383,57,OK,19,84277432
384,537,OK,7,84277432
385,1006,OK,9,84277432
386,390,OK,37,84277432
387,24859,OK,143,84277432
388,75470,OK,393,84277432
389,3848,OK,41,84277432
390,146,OK,6,84277432
391,3835,OK,20,84277432
392,100000,OK,328,84277432
393,127,OK,8,84277432
394,100000,OK,288,84277432
395,100000,OK,353,84277432
396,179,OK,9,84277432
397,5942,OK,28,84277432
398,3168,OK,19,84277432
399,28849,OK,211,84277432
400,8201,OK,66,84277432
401,439,OK,8,84277432
402,27,OK,6,84277432
403,11601,OK,61,84277432
404,2386,OK,19,84277432
405,100000,OK,124,84277432
406,100000,OK,1017,84277432
407,783,OK,11,84277432
408,100000,OK,408,84277432
409,61698,OK,186,84277432
410,24629,OK,142,84277432
411,100000,OK,343,84277696
412,1973,OK,15,84277696
413,100000,OK,346,84277696
414,693,OK,11,84277696
415,28848,OK,212,84249216
416,100000,OK,335,84249452
417,2938,OK,24,84249452
418,644,OK,20,84249452
419,21,TIMEOUT,60000,84249452
420,100000,OK,1009,84249452
421,100000,OK,291,84249452
422,100000,OK,220,84249452
423,26817,OK,335,84251500
424,78689,OK,1245,84267884
425,38715,OK,58,84269932
426,24598,OK,58,84269932
427,100000,OK,115,84269932
428,100000,OK,131,84271980
429,227,OK,32,84271980
430,6997,OK,22,84271980
431,0,OK,29,84271980
432,100000,OK,107,84271980
433,121,OK,35,84271980
434,10807,OK,30,84271980
435,40612,OK,74,84271980
436,13698,OK,32,84271980
437,14188,OK,32,84271980
438,15692,OK,28,84271980
